elapsed_time
405.533333
385.833333
390.933333
389.666667
383.733333
385.166667
389.333333
391.166667
377.233333
390.733333
389.033333
388.066667
392.633333
388.333333
391.400000
391.133333
384.200000
380.466667
382.866667
389.700000
392.966667
391.266667
374.933333
390.133333
389.233333
386.633333
389.666667
385.200000
390.066667
392.000000
383.800000
388.166667
382.600000
391.166667
383.500000
389.833333
377.366667
386.333333
387.733333
388.200000
388.200000
395.433333
391.466667
391.733333
388.466667
391.000000
389.733333
385.566667
391.000000
389.266667
384.933333
366.966667
378.866667
389.066667
386.200000
391.700000
378.566667
387.533333
389.933333
385.766667
391.666667
389.233333
392.500000
389.466667
385.600000
388.200000
378.833333
391.533333
374.300000
389.233333
392.366667
390.566667
391.433333
395.366667
389.666667
391.666667
386.566667
390.400000
389.666667
389.633333
389.700000
390.500000
389.733333
389.200000
387.166667
385.500000
385.133333
387.766667
391.033333
387.466667
386.500000
391.866667
388.933333
390.066667
390.933333
392.766667
390.433333
387.633333
385.266667
386.033333
387.733333
387.666667
379.800000
388.266667
379.266667
390.033333
390.900000
390.433333
387.966667
385.400000
389.600000
387.766667
389.066667
389.933333
390.766667
390.666667
389.000000
20337.300000
389.300000
384.766667
389.133333
388.300000
392.633333
388.366667
382.900000
379.933333
385.500000
389.066667
388.000000
384.866667
385.633333
384.500000
389.366667
387.066667
389.833333
387.866667
387.000000
388.066667
390.166667
384.666667
388.133333
390.466667
390.633333
387.133333
390.900000
392.066667
9614.633333
385.933333
398.000000
380.933333
363.933333
400.933333
359.300000
369.000000
386.666667
387.166667
383.900000
389.666667
384.000000
385.866667
387.933333
384.866667
390.200000
1053.233333
388.966667
388.233333
388.900000
387.533333
389.566667
387.766667
391.366667
386.200000
392.100000
386.333333
388.066667
383.033333
385.766667
388.300000
385.500000
389.166667
377.966667
387.966667
390.800000
388.000000
386.233333
388.700000
388.400000
389.500000
387.966667
387.100000
388.333333
392.566667
387.533333
391.500000
391.800000
392.033333
391.333333
387.400000
382.100000
391.900000
390.500000
389.966667
389.100000
389.200000
393.533333
388.600000
388.100000
387.533333
392.133333
390.866667
392.066667
382.133333
390.333333
383.600000
388.500000
387.100000
392.500000
397.466667
425.866667
397.066667
383.366667
378.333333
424.600000
474.933333
377.266667
307.066667
290.666667
291.300000
291.633333
290.800000
291.200000
292.300000
291.666667
290.533333
291.066667
291.633333
290.766667
291.266667
291.500000
290.800000
290.933333
291.600000
291.566667
291.233333
291.233333
292.133333
291.100000
290.666667
291.533333
291.966667
290.800000
291.000000
292.033333
291.100000
290.933333
291.500000
291.266667
290.833333
291.400000
291.866667
291.066667
290.833333
291.733333
291.200000
290.900000
291.466667
291.800000
290.833333
291.000000
291.400000
291.400000
290.566667
291.466667
291.700000
290.900000
291.200000
291.800000
291.300000
290.500000
291.100000
292.133333
291.333333
291.500000
291.400000
291.233333
290.866667
292.033333
291.700000
290.900000
291.200000
291.866667
291.200000
290.900000
291.633333
291.433333
290.333333
291.033333
291.966667
290.933333
290.833333
291.800000
291.633333
290.866667
291.200000
291.966667
291.366667
290.700000
291.766667
291.566667
290.800000
291.166667
291.533333
290.800000
290.500000
291.800000
291.400000
290.633333
291.900000
291.766667
291.366667
291.133333
291.933333
291.266667
290.766667
291.566667
291.266667
291.333333
291.666667
291.866667
291.166667
290.900000
291.633333
291.600000
290.400000
291.200000
291.700000
291.133333
291.033333
291.700000
291.733333
290.900000
291.400000
291.633333
291.200000
291.000000
291.400000
291.500000
290.900000
291.300000
291.566667
291.400000
291.300000
291.700000
291.533333
290.733333
291.433333
292.166667
291.366667
290.966667
291.833333
291.533333
290.833333
291.033333
291.833333
290.533333
291.200000
291.733333
291.166667
291.166667
291.533333
291.400000
293.633333
291.400000
290.833333
291.600000
292.066667
291.033333
291.000000
291.900000
291.266667
290.866667
291.633333
292.066667
290.933333
291.300000
291.833333
291.233333
291.000000
291.666667
291.666667
290.833333
291.433333
292.133333
291.200000
290.833333
291.966667
292.200000
290.766667
291.366667
292.233333
291.100000
290.900000
292.200000
291.933333
290.933333
291.300000
291.466667
291.866667
290.700000
291.733333
291.200000
290.600000
291.466667
24867.033333
411.633333
410.400000
407.266667
405.100000
411.133333
408.000000
410.300000
398.900000
402.633333
410.600000
408.333333
408.666667
400.700000
402.600000
407.100000
407.566667
409.700000
8639.733333
402.800000
405.333333
409.333333
407.466667
408.800000
400.133333
409.366667
414.166667
410.700000
408.400000
410.766667
410.566667
409.000000
410.800000
408.766667
408.766667
409.133333
1145.633333
425.966667
407.466667
409.600000
404.066667
411.033333
409.033333
412.300000
400.100000
364.266667
409.866667
408.466667
409.133333
409.600000
396.733333
405.133333
410.033333
409.900000
408.300000
409.133333
408.400000
406.866667
407.966667
389.433333
407.600000
382.500000
411.666667
410.800000
411.200000
407.633333
408.866667
407.066667
407.300000
408.733333
408.766667
888.300000
945.000000
411.800000
408.333333
1103.066667
913.533333
333.866667
354.833333
392.000000
386.866667
383.433333
386.866667
386.966667
376.833333
381.466667
389.600000
390.200000
386.966667
385.733333
391.833333
388.266667
387.166667
390.066667
390.066667
389.966667
387.166667
390.000000
385.300000
388.433333
362.600000
366.633333
310.033333
292.033333
291.033333
291.900000
292.533333
291.200000
291.733333
292.100000
292.100000
291.533333
291.700000
292.433333
290.733333
291.333333
292.433333
291.933333
291.066667
291.366667
292.300000
291.433333
291.433333
291.666667
291.900000
290.366667
292.300000
292.300000
291.133333
291.900000
292.400000
291.833333
291.466667
292.300000
292.266667
840.800000
306.366667
305.466667
305.966667
841.800000
307.233333
306.500000
306.100000
305.433333
306.566667
305.966667
306.533333
307.500000
305.933333
304.900000
1007.866667
307.033333
306.233333
839.300000
305.633333
306.266667
306.433333
306.366667
305.500000
306.033333
306.466667
306.300000
306.600000
306.966667
306.166667
306.433333
306.966667
306.566667
305.666667
307.033333
306.500000
306.133333
306.733333
307.000000
306.033333
306.500000
307.133333
306.366667
306.200000
306.666667
306.100000
1078.966667
840.900000
306.166667
306.533333
306.433333
306.466667
306.100000
306.966667
306.700000
306.166667
306.700000
306.600000
306.000000
306.466667
306.933333
306.400000
305.700000
306.666667
306.566667
305.966667
305.666667
306.933333
306.033333
306.433333
307.000000
306.466667
306.233333
307.100000
306.633333
306.133333
306.800000
309.766667
305.333333
308.066667
305.900000
305.733333
306.300000
309.766667
308.433333
306.133333
306.866667
307.900000
306.166667
306.733333
311.700000
310.033333
