layer,tracer,workload,configuration,time,event,freq,total_event_cost,cost_per_event
L1,Perf,cpu_benchmark,1_5000,2708064209,EXCEPTION_NMI,1,324,324.0
L1,Perf,cpu_benchmark,1_5000,2708064209,VMCALL,1,0,0.0
L1,Perf,cpu_benchmark,1_5000,2785403834,PREEMPTION_TIMER,714,698026,977.63
L1,Perf,cpu_benchmark,1_5000,2785403834,IO_INSTRUCTION,88,381362,4333.66
L1,Perf,cpu_benchmark,1_5000,2785403834,MSR_WRITE,715,343377,480.25
L1,Perf,cpu_benchmark,1_5000,2785403834,EXTERNAL_INTERRUPT,743,249619,335.96
L1,Perf,cpu_benchmark,1_5000,2785403834,EPT_MISCONFIG,62,136055,2194.44
L1,Perf,cpu_benchmark,1_5000,2785403834,HLT,1,111044,111044.0
L1,Perf,cpu_benchmark,1_5000,2785403834,PENDING_INTERRUPT,16,9424,589.0
L1,Perf,cpu_benchmark,1_5000,2785403834,CPUID,21,9209,438.52
L1,Perf,cpu_benchmark,1_5000,2785403834,PAUSE_INSTRUCTION,7,2311,330.14
L1,Perf,cpu_benchmark,1_5000,2785403834,VMCALL,1,0,0.0
L1,Perf,cpu_benchmark,1_5000,2738102704,HLT,27,1129601,41837.07
L1,Perf,cpu_benchmark,1_5000,2738102704,PREEMPTION_TIMER,699,373047,533.69
L1,Perf,cpu_benchmark,1_5000,2738102704,MSR_WRITE,700,261724,373.89
L1,Perf,cpu_benchmark,1_5000,2738102704,EXTERNAL_INTERRUPT,709,210578,297.01
L1,Perf,cpu_benchmark,1_5000,2738102704,IO_INSTRUCTION,50,194764,3895.28
L1,Perf,cpu_benchmark,1_5000,2738102704,EPT_MISCONFIG,52,62805,1207.79
L1,Perf,cpu_benchmark,1_5000,2738102704,CPUID,21,7138,339.9
L1,Perf,cpu_benchmark,1_5000,2738102704,PENDING_INTERRUPT,3,1281,427.0
L1,Perf,cpu_benchmark,1_5000,2738102704,PAUSE_INSTRUCTION,4,1040,260.0
L1,Perf,cpu_benchmark,1_5000,2738102704,VMCALL,1,0,0.0
L1,Perf,cpu_benchmark,1_5000,2753076664,HLT,39,1462623,37503.15
L1,Perf,cpu_benchmark,1_5000,2753076664,PREEMPTION_TIMER,706,453027,641.68
L1,Perf,cpu_benchmark,1_5000,2753076664,MSR_WRITE,707,290958,411.54
L1,Perf,cpu_benchmark,1_5000,2753076664,IO_INSTRUCTION,51,242262,4750.24
L1,Perf,cpu_benchmark,1_5000,2753076664,EXTERNAL_INTERRUPT,699,185143,264.87
L1,Perf,cpu_benchmark,1_5000,2753076664,EPT_MISCONFIG,50,57519,1150.38
L1,Perf,cpu_benchmark,1_5000,2753076664,CPUID,21,6807,324.14
L1,Perf,cpu_benchmark,1_5000,2753076664,PENDING_INTERRUPT,4,1484,371.0
L1,Perf,cpu_benchmark,1_5000,2753076664,PAUSE_INSTRUCTION,4,1152,288.0
L1,Perf,cpu_benchmark,1_5000,2753076664,VMCALL,1,0,0.0
L1,Perf,cpu_benchmark,1_5000,2758178241,HLT,14,457571,32683.64
L1,Perf,cpu_benchmark,1_5000,2758178241,PREEMPTION_TIMER,707,412154,582.96
L1,Perf,cpu_benchmark,1_5000,2758178241,IO_INSTRUCTION,91,327789,3602.08
L1,Perf,cpu_benchmark,1_5000,2758178241,MSR_WRITE,709,241702,340.91
L1,Perf,cpu_benchmark,1_5000,2758178241,EXTERNAL_INTERRUPT,728,219565,301.6
L1,Perf,cpu_benchmark,1_5000,2758178241,EPT_MISCONFIG,49,63118,1288.12
L1,Perf,cpu_benchmark,1_5000,2758178241,CPUID,21,7112,338.67
L1,Perf,cpu_benchmark,1_5000,2758178241,PENDING_INTERRUPT,8,2656,332.0
L1,Perf,cpu_benchmark,1_5000,2758178241,PAUSE_INSTRUCTION,8,1712,214.0
L1,Perf,cpu_benchmark,1_5000,2758178241,MSR_READ,1,1144,1144.0
L1,Perf,cpu_benchmark,1_5000,2758178241,EXCEPTION_NMI,1,308,308.0
L1,Perf,cpu_benchmark,1_5000,2758178241,VMCALL,1,0,0.0
L1,Perf,cpu_benchmark,1_5000,2706905458,HLT,36,1523403,42316.75
L1,Perf,cpu_benchmark,1_5000,2706905458,PREEMPTION_TIMER,692,325198,469.94
