layer,tracer,workload,configuration,time,event,freq,total_event_cost,cost_per_event
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1088924,PREEMPTION_TIMER,1,1390,1390.0
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1088924,MSR_WRITE,1,670,670.0
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1174623,VMCALL,2001,432906,216.34
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1174623,PREEMPTION_TIMER,1,1158,1158.0
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1174623,MSR_WRITE,1,637,637.0
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1073267,VMCALL,2001,397567,198.68
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1073267,PREEMPTION_TIMER,1,1243,1243.0
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1073267,MSR_WRITE,1,652,652.0
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1138495,VMCALL,2001,417714,208.75
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1140333,VMCALL,2001,420741,210.27
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1140333,PREEMPTION_TIMER,1,6294,6294.0
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1140333,MSR_WRITE,1,847,847.0
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1244465,VMCALL,2001,482938,241.35
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1173831,VMCALL,2001,477573,238.67
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1124935,VMCALL,2001,418857,209.32
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1124935,PREEMPTION_TIMER,1,1363,1363.0
L1,Hypertracing,syscall_benchmark,getcpu_0_1000,1124935,MSR_WRITE,1,662,662.0


L1,Hypertracing_entry,syscall_benchmark,getcpu_0_1000,572866,VMCALL,1001,200792,200.59

