layer,tracer,workload,configuration,time,event,freq,total_event_cost,cost_per_event
L1,None,cpu_benchmark,1_1000,285323562,HLT,38,1063890,27997.11
L1,None,cpu_benchmark,1_1000,285323562,EPT_MISCONFIG,54,61347,1136.06
L1,None,cpu_benchmark,1_1000,285323562,PREEMPTION_TIMER,74,49911,674.47
L1,None,cpu_benchmark,1_1000,285323562,EXTERNAL_INTERRUPT,85,47937,563.96
L1,None,cpu_benchmark,1_1000,285323562,MSR_WRITE,75,44234,589.79
L1,None,cpu_benchmark,1_1000,285323562,IO_INSTRUCTION,2,19817,9908.5
L1,None,cpu_benchmark,1_1000,285323562,CPUID,21,7229,344.24
L1,None,cpu_benchmark,1_1000,285323562,PENDING_INTERRUPT,1,308,308.0
L1,None,cpu_benchmark,1_1000,285323562,VMCALL,1,0,0.0
L1,None,cpu_benchmark,1_1000,287316330,HLT,36,1166047,32390.19
L1,None,cpu_benchmark,1_1000,287316330,EPT_MISCONFIG,54,70102,1298.19
L1,None,cpu_benchmark,1_1000,287316330,PREEMPTION_TIMER,76,51585,678.75
L1,None,cpu_benchmark,1_1000,287316330,EXTERNAL_INTERRUPT,94,35188,374.34
L1,None,cpu_benchmark,1_1000,287316330,MSR_WRITE,76,31096,409.16
L1,None,cpu_benchmark,1_1000,287316330,IO_INSTRUCTION,2,21273,10636.5
L1,None,cpu_benchmark,1_1000,287316330,CPUID,21,7007,333.67
L1,None,cpu_benchmark,1_1000,287316330,PENDING_INTERRUPT,2,1029,514.5
L1,None,cpu_benchmark,1_1000,287316330,VMCALL,1,0,0.0
L1,None,cpu_benchmark,1_1000,285584360,HLT,35,1145479,32727.97
L1,None,cpu_benchmark,1_1000,285584360,EPT_MISCONFIG,51,73711,1445.31
L1,None,cpu_benchmark,1_1000,285584360,PREEMPTION_TIMER,75,42532,567.09
L1,None,cpu_benchmark,1_1000,285584360,MSR_WRITE,75,28565,380.87
L1,None,cpu_benchmark,1_1000,285584360,EXTERNAL_INTERRUPT,83,23968,288.77
L1,None,cpu_benchmark,1_1000,285584360,IO_INSTRUCTION,2,20598,10299.0
L1,None,cpu_benchmark,1_1000,285584360,CPUID,21,6879,327.57
L1,None,cpu_benchmark,1_1000,285584360,VMCALL,1,0,0.0
L1,None,cpu_benchmark,1_1000,297626599,HLT,38,1252398,32957.84
L1,None,cpu_benchmark,1_1000,297626599,IO_INSTRUCTION,39,159335,4085.51
L1,None,cpu_benchmark,1_1000,297626599,PREEMPTION_TIMER,77,143544,1864.21
L1,None,cpu_benchmark,1_1000,297626599,EXTERNAL_INTERRUPT,92,100075,1087.77
L1,None,cpu_benchmark,1_1000,297626599,EPT_MISCONFIG,54,69027,1278.28
L1,None,cpu_benchmark,1_1000,297626599,MSR_WRITE,77,63844,829.14
L1,None,cpu_benchmark,1_1000,297626599,CPUID,21,7018,334.19
L1,None,cpu_benchmark,1_1000,297626599,PENDING_INTERRUPT,3,1172,390.67
L1,None,cpu_benchmark,1_1000,297626599,PAUSE_INSTRUCTION,4,902,225.5
L1,None,cpu_benchmark,1_1000,297626599,VMCALL,1,0,0.0
L1,None,cpu_benchmark,1_1000,288413023,HLT,36,1469235,40812.08
L1,None,cpu_benchmark,1_1000,288413023,EPT_MISCONFIG,54,62541,1158.17
L1,None,cpu_benchmark,1_1000,288413023,PREEMPTION_TIMER,76,44931,591.2
L1,None,cpu_benchmark,1_1000,288413023,MSR_WRITE,77,27823,361.34
L1,None,cpu_benchmark,1_1000,288413023,EXTERNAL_INTERRUPT,81,25157,310.58
L1,None,cpu_benchmark,1_1000,288413023,IO_INSTRUCTION,1,13687,13687.0
L1,None,cpu_benchmark,1_1000,288413023,CPUID,21,7049,335.67
L1,None,cpu_benchmark,1_1000,288413023,PENDING_INTERRUPT,2,723,361.5
L1,None,cpu_benchmark,1_1000,288413023,VMCALL,1,0,0.0
L1,None,cpu_benchmark,1_1000,284503688,HLT,37,1348007,36432.62
L1,None,cpu_benchmark,1_1000,284503688,EXTERNAL_INTERRUPT,80,74416,930.2
L1,None,cpu_benchmark,1_1000,284503688,EPT_MISCONFIG,56,63519,1134.27
L1,None,cpu_benchmark,1_1000,284503688,PREEMPTION_TIMER,74,46850,633.11
L1,None,cpu_benchmark,1_1000,284503688,IO_INSTRUCTION,2,39077,19538.5
L1,None,cpu_benchmark,1_1000,284503688,MSR_WRITE,75,28476,379.68
L1,None,cpu_benchmark,1_1000,284503688,CPUID,21,7420,353.33
L1,None,cpu_benchmark,1_1000,284503688,PENDING_INTERRUPT,4,2120,530.0
L1,None,cpu_benchmark,1_1000,284503688,VMCALL,1,0,0.0
L1,None,cpu_benchmark,1_1000,288802809,HLT,36,1180044,32779.0
L1,None,cpu_benchmark,1_1000,288802809,EPT_MISCONFIG,52,66922,1286.96
L1,None,cpu_benchmark,1_1000,288802809,PREEMPTION_TIMER,76,64543,849.25
L1,None,cpu_benchmark,1_1000,288802809,EXTERNAL_INTERRUPT,85,36101,424.72
L1,None,cpu_benchmark,1_1000,288802809,MSR_WRITE,76,33284,437.95
L1,None,cpu_benchmark,1_1000,288802809,IO_INSTRUCTION,1,9623,9623.0
L1,None,cpu_benchmark,1_1000,288802809,CPUID,21,7625,363.1
L1,None,cpu_benchmark,1_1000,288802809,PENDING_INTERRUPT,1,437,437.0
L1,None,cpu_benchmark,1_1000,288802809,VMCALL,1,0,0.0
L1,None,cpu_benchmark,1_1000,286297450,HLT,37,1519404,41064.97
L1,None,cpu_benchmark,1_1000,286297450,EXTERNAL_INTERRUPT,81,108053,1333.99
L1,None,cpu_benchmark,1_1000,286297450,EPT_MISCONFIG,53,88391,1667.75
L1,None,cpu_benchmark,1_1000,286297450,PREEMPTION_TIMER,74,45584,616.0
