elapsed_time
1922912895 ns
1910236835 ns
1909393709 ns
1920568219 ns
1927677612 ns
1897249743 ns
1912344062 ns
1898532349 ns
1894159060 ns
1904307067 ns
1922998447 ns
1911774097 ns
1908904784 ns
1907790704 ns
1892510421 ns
1903773041 ns
1908662714 ns
1892042084 ns
1898317198 ns
1900579585 ns
1902230626 ns
1908282056 ns
1910742619 ns
1907904802 ns
1902538754 ns
1898058836 ns
1899595584 ns
1893584895 ns
1932406383 ns
1918139776 ns
1899307725 ns
1919014006 ns
1899613121 ns
1909402811 ns
1912569545 ns
1895299562 ns
1896000344 ns
1892336121 ns
1899731108 ns
1908567593 ns
1938355999 ns
1946869190 ns
1915666582 ns
1941041270 ns
1900641627 ns
1917003396 ns
1939658283 ns
1926085888 ns
1905477763 ns
1903845735 ns
1895621203 ns
1908107068 ns
1894298547 ns
1901444784 ns
1894566565 ns
1894668272 ns
1925230109 ns
1932691501 ns
1932213508 ns
1917945185 ns
1904143287 ns
1910664128 ns
1892234850 ns
1906058490 ns
1916179611 ns
1941239767 ns
1940004737 ns
1916639035 ns
1915669669 ns
1914933526 ns
1947810031 ns
1931347524 ns
1922156735 ns
1922944207 ns
1904815840 ns
1908012448 ns
1933871598 ns
1912649250 ns
1920642264 ns
1925720061 ns
1902358230 ns
1915705552 ns
1903377331 ns
1899226955 ns
1902315626 ns
1891250782 ns
1922657655 ns
1927147584 ns
1917691208 ns
1919658625 ns
1906025301 ns
1897807301 ns
1897585017 ns
1919445225 ns
1921589337 ns
1925450819 ns
1927883403 ns
1911164880 ns
1916226910 ns
1936790178 ns
1927526722 ns
1924216559 ns
1962695533 ns
1935208029 ns
1917810070 ns
1922070545 ns
1901184930 ns
1916785909 ns
1912216648 ns
1904990853 ns
1925104885 ns
1922206607 ns
1933448015 ns
1895415856 ns
1898310003 ns
1909620241 ns
1918886859 ns
1902650510 ns
1929212186 ns
1931817745 ns
1941166954 ns
1923683814 ns
1923501283 ns
1915332405 ns
1904185992 ns
1900488252 ns
1938165521 ns
1925030083 ns
1907592343 ns
1917319892 ns
1910786063 ns
1911845868 ns
1921745708 ns
1928928684 ns
1935446808 ns
1918331947 ns
1895712133 ns
1918034466 ns
1920564741 ns
1908408961 ns
1928921733 ns
1926614346 ns
1899200359 ns
1900001293 ns
1928959129 ns
1910914795 ns
1909060127 ns
1900783475 ns
1921133294 ns
1935586936 ns
1923831969 ns
1919175329 ns
1932378457 ns
1909416811 ns
1900160136 ns
1898418440 ns
1899585186 ns
1891589965 ns
1921840607 ns
1895795063 ns
1902928421 ns
1896695412 ns
1914429958 ns
1910637299 ns
1905446040 ns
1919383030 ns
1935090447 ns
1902425531 ns
1918819240 ns
1935990328 ns
1911721643 ns
1921827833 ns
1933573815 ns
1930281282 ns
1937948549 ns
1916117557 ns
1907296358 ns
1911330221 ns
1900452328 ns
1908225131 ns
1897570864 ns
1918602696 ns
1927207510 ns
1925746595 ns
1925350717 ns
1918516569 ns
1909489847 ns
1898131707 ns
1905358167 ns
1930560508 ns
1938728570 ns
1918397675 ns
1902205226 ns
1894825743 ns
1899908510 ns
1894995215 ns
1893813834 ns
1894783259 ns
1920274692 ns
1916660991 ns
1925711239 ns
1901542804 ns
1917292634 ns
1918259258 ns
1905187158 ns
1905444410 ns
1899845027 ns
1951492779 ns
1904610761 ns
1905472901 ns
1896149284 ns
1895845053 ns
1927772923 ns
1892605106 ns
1895598046 ns
1900686764 ns
1941522829 ns
1907575140 ns
1904580938 ns
1902246531 ns
1889268241 ns
1895987823 ns
1899588412 ns
1892820215 ns
1897300610 ns
1910705312 ns
1926357913 ns
1906282622 ns
1899174416 ns
1913279031 ns
1890553895 ns
1932661893 ns
1922603384 ns
1893103969 ns
1887170528 ns
1930539024 ns
1915033251 ns
1902253397 ns
1918808673 ns
1896764291 ns
1900872712 ns
1902450545 ns
1898904265 ns
1906165731 ns
1922615310 ns
1917490115 ns
1924286797 ns
1930923623 ns
1916984193 ns
1915897529 ns
1915367013 ns
1896957506 ns
1931239858 ns
1934892409 ns
1912522984 ns
1916977578 ns
1911229824 ns
1900463723 ns
1906443985 ns
1907331216 ns
1923781552 ns
1927253394 ns
1916497977 ns
1936745832 ns
1911245017 ns
1921291438 ns
1921518647 ns
1930131282 ns
1923557131 ns
1922735452 ns
1909038416 ns
1900646528 ns
1896836316 ns
1911004246 ns
1914625668 ns
1922522435 ns
1905329273 ns
1907293553 ns
1898983334 ns
1910595308 ns
1894792012 ns
1893999911 ns
1905421550 ns
1896568346 ns
1911910531 ns
1926369487 ns
1906727181 ns
1911817261 ns
1899471490 ns
1906068431 ns
1921817374 ns
1918282662 ns
1892184751 ns
1918891492 ns
1901265867 ns
1905495332 ns
1904969637 ns
1914565752 ns
1933651250 ns
1897456548 ns
1899540590 ns
1921250604 ns
1956153067 ns
1926015258 ns
1926208154 ns
1935698329 ns
1923339944 ns
1919411085 ns
1929500781 ns
1906623980 ns
1912455296 ns
1912786457 ns
1923869735 ns
1937069062 ns
1911758861 ns
1933156330 ns
1909777154 ns
1908802162 ns
1950402431 ns
1914089254 ns
1922192922 ns
1933901054 ns
1933725331 ns
1959265399 ns
1914383749 ns
1905160257 ns
1924586569 ns
1911970231 ns
1919895746 ns
1937644390 ns
1925219973 ns
1916930547 ns
1914380989 ns
1915609392 ns
1922664709 ns
1895999277 ns
1919905912 ns
1905772958 ns
1914468065 ns
1916445479 ns
1905238415 ns
1900835984 ns
1897058420 ns
1899456172 ns
1921344498 ns
1920075283 ns
1922008397 ns
1904954939 ns
1905878922 ns
1895537191 ns
1923585482 ns
1913785444 ns
1907797718 ns
1930252074 ns
1906260596 ns
1889293872 ns
1911207858 ns
1928653996 ns
1894647374 ns
1924432088 ns
1901933449 ns
1922764620 ns
1934801057 ns
1900368454 ns
1889540027 ns
1900131310 ns
1910277655 ns
1891628746 ns
1907281060 ns
1902323645 ns
1894590785 ns
1904632999 ns
1921412957 ns
1925750151 ns
1906837399 ns
1902575325 ns
1931630510 ns
1914972030 ns
1907469965 ns
1916920349 ns
1936590446 ns
1934921040 ns
1928417406 ns
1918452191 ns
1924975903 ns
1909284800 ns
1909877466 ns
1924571789 ns
1918289119 ns
1905956864 ns
1895849816 ns
1895876554 ns
1906444917 ns
1896239335 ns
1906354927 ns
1902771050 ns
1898337379 ns
1914343739 ns
1927525890 ns
1912179143 ns
1905292310 ns
1917148236 ns
1899474412 ns
1907873597 ns
1906455191 ns
1895814289 ns
1917408713 ns
1930312189 ns
1927078243 ns
1927838476 ns
1901621159 ns
1903879306 ns
1900155487 ns
1905897431 ns
1917196337 ns
1920294154 ns
1913350533 ns
1895013334 ns
1898642446 ns
1904825123 ns
1896656771 ns
1914818672 ns
1898903901 ns
1898246443 ns
1928465016 ns
1925649755 ns
1924192723 ns
1897050447 ns
1895763356 ns
1892281891 ns
1900929549 ns
1910210941 ns
1934630799 ns
1929958312 ns
1913865604 ns
1917467659 ns
1931144215 ns
1907244451 ns
1900076170 ns
1907573028 ns
1912433809 ns
1921268153 ns
1910633640 ns
1933726172 ns
1899933637 ns
1889812382 ns
1900051603 ns
1894664110 ns
1905966325 ns
1916264589 ns
1913782264 ns
1909400507 ns
1891692760 ns
1928382179 ns
1914136485 ns
1918966254 ns
1903216446 ns
1909958742 ns
1924468760 ns
1908141052 ns
1903212206 ns
1921176280 ns
1903719856 ns
1917379782 ns
1921036654 ns
1912019390 ns
1907704844 ns
1931967414 ns
1923568329 ns
1905963762 ns
1907557928 ns
1909977776 ns
1906260669 ns
1905258759 ns
1920812987 ns
1932720805 ns
1919304472 ns
1919456236 ns
1902112067 ns
1903961922 ns
1901560840 ns
1895119831 ns
1915002749 ns
1924115852 ns
1917380596 ns
1929974222 ns
1929217686 ns
