"function_name","freq","percentage"
"con_install",143,2e-04
"con_open",192,2e-04
"con_release_unimap",13,0
"con_scroll",547,6e-04
"con_set_default_unimap",2,0
"con_set_unimap",12,0
"con_shutdown",142,2e-04
"console_conditional_schedule",1135140,1.344
"console_device",132,2e-04
"console_lock",2447,0.0029
"console_trylock",418,5e-04
"console_trylock.part.21",892,0.0011
"console_unlock",3339,0.004
"consume_skb",9038,0.0107
"cont_add",39,0
"container_device_attach",3,0
"container_device_online",3,0
"cont_flush",10,0
"con_unify_unimap.isra.4",14,0
"conv_uni_to_pc",10022,0.0119
"con_write",708,8e-04
"con_write_room",708,8e-04
"copy_cgroup_ns",2,0
"copy_creds",687,8e-04
"copy_fd_bitmaps",551,7e-04
"copy_fpstate_to_sigframe",159,2e-04
"_copy_from_user",68987,0.0817
"copy_fs_struct",549,7e-04
"copy_ipcs",2,0
"copy_irq_alloc_info",16,0
"copy_mnt_ns",2,0
"copy_mount_options",88,1e-04
"copy_msghdr_from_user",7006,0.0083
"copy_namespaces",686,8e-04
"copy_net_ns",2,0
"copy_page_range",19890,0.0235
"copy_pid_ns",2,0
"copy_process.part.42",687,8e-04
"copy_semundo",687,8e-04
"__copy_skb_header",550,7e-04
"copy_skb_header",12,0
"copy_strings",1386,0.0016
"copy_strings_kernel",123,1e-04
"copy_termios",187,2e-04
"copy_thread_tls",686,8e-04
"_copy_to_user",100209,0.1186
"copy_tree",27,0
"copy_utsname",2,0
"core_kernel_text",2373,0.0028
"core_kernel_text.part.1",198,2e-04
"core_sys_select",316,4e-04
"count.constprop.37",842,0.001
"count_mounts",69,1e-04
"count_subheaders",44,1e-04
"__cpa_flush_range",3167,0.0037
"cp_get_drvinfo	[8139cp]",2,0
"cp_get_eeprom_len	[8139cp]",2,0
"cp_get_regs_len	[8139cp]",2,0
"cp_get_sset_count	[8139cp]",6,0
"cp_get_stats	[8139cp]",10,0
"cp_init_hw	[8139cp]",1,0
"cp_init_one	[8139cp]",1,0
"cp_init_rings	[8139cp]",1,0
"cp_new_stat",51192,0.0606
"cp_open	[8139cp]",1,0
"__cp_set_rx_mode	[8139cp]",1,0
"cp_stop_hw	[8139cp]",1,0
"cpuacct_charge",39767,0.0471
"cpuacct_css_alloc",79,1e-04
"cpuacct_css_free",18,0
"cpu_attach_domain",1,0
"cpu_cfs_period_write_u64",79,1e-04
"cpu_cfs_quota_write_s64",79,1e-04
"cpu_cgroup_attach",47,1e-04
"cpu_cgroup_can_attach",47,1e-04
"cpu_cgroup_css_alloc",79,1e-04
"cpu_cgroup_css_free",18,0
"cpu_cgroup_css_online",79,1e-04
"cpu_cgroup_css_released",18,0
"cpu_cgroup_fork",686,8e-04
"cpu_device_create",4,0
"cpudl_clear",1,0
"cpudl_clear_freecpu",1,0
"cpudl_init",1,0
"cpudl_set_freecpu",1,0
"cpufreq_add_dev",1,0
"cpufreq_get_current_driver",1,0
"cpufreq_online",1,0
"cpufreq_policy_free",1,0
"cpufreq_register_driver",1,0
"cpufreq_register_governor",5,0
"cpufreq_register_notifier",2,0
"cpufreq_remove_dev",1,0
"cpufreq_stats_free_table",1,0
"cpufreq_sysfs_release",1,0
"cpuhp_create",1,0
"cpuhp_invoke_callback",10,0
"cpuhp_issue_call",10,0
"cpuhp_online_idle",1,0
"__cpuhp_setup_state",27,0
"cpuhp_should_run",13,0
"__cpuhp_state_add_instance",9,0
"cpuhp_store_callbacks",27,0
"cpuhp_thread_fun",6,0
"cpuid4_cache_lookup_regs",3,0
"cpuidle_add_interface",1,0
"cpuidle_disabled",2,0
"cpuidle_get_cpu_driver",396,5e-04
"cpuidle_get_driver",1,0
"cpuidle_install_idle_handler",2,0
"cpuidle_not_available",396,5e-04
"cpuidle_register_governor",2,0
"cpuidle_switch_governor",2,0
"__cpuidle_text_start",396,5e-04
"cpuidle_uninstall_idle_handler",2,0
"cpu_load_update",25,0
"cpu_load_update_nohz_start",84,1e-04
"cpu_load_update_nohz_stop",84,1e-04
"cpu_needs_another_gp",12550,0.0149
"cpupri_init",1,0
"cpupri_set",36,0
"cpuset_bind",1,0
"cpuset_fork",686,8e-04
"cpuset_post_attach",328,4e-04
"cpuset_task_status_allowed",139,2e-04
"cpu_shares_write_u64",79,1e-04
"cpu_stop_init_done",2,0
"cpu_stopper_thread",2,0
"cpu_stop_queue_work",2,0
"cpu_stop_should_run",4,0
"cpu_stop_signal_done",2,0
"cpu_subsys_match",1,0
"cputime_adjust",787,9e-04
"cpu_uevent",7,0
"__cpuusage_read",50,1e-04
"cpuusage_read",50,1e-04
"crc32c_intel_cra_init",2,0
"crc32c_pcl_intel_update",1,0
"create_cache",706,8e-04
"__create_dir",1289,0.0015
"create_empty_buffers",89,1e-04
"create_extcon_class.part.10",1,0
"create_intf_ep_devs",4,0
"create_new_namespaces",2,0
"create_page_buffers",196,2e-04
"create_pinctrl",39,0
"create_pipe_files",246,3e-04
"create_pnp_modalias",294,3e-04
"create_proc_profile",1,0
"create_profile_file.isra.11",72,1e-04
"create_task_io_context",159,2e-04
"create_worker",8,0
"_crng_backtrack_protect.constprop.45",7501,0.0089
"crypto_akcipher_exit_tfm",106,1e-04
"crypto_akcipher_init_tfm",106,1e-04
"crypto_alg_extsize",177,2e-04
"__crypto_alg_lookup",136,2e-04
"crypto_alg_lookup",132,2e-04
"crypto_alg_mod_lookup",128,2e-04
"crypto_alg_tested",35,0
"crypto_alloc_akcipher",53,1e-04
"crypto_alloc_base",1,0
"crypto_alloc_instance2",2,0
"crypto_alloc_shash",64,1e-04
"crypto_alloc_skcipher",5,0
"__crypto_alloc_tfm",2,0
"crypto_alloc_tfm",122,1e-04
"crypto_attr_alg2",3,0
"crypto_attr_alg_name",2,0
"crypto_cbc_create",1,0
"crypto_cbc_exit_tfm",1,0
"crypto_cbc_free",1,0
"crypto_cbc_init_tfm",1,0
"crypto_check_alg",35,0
"crypto_check_attr_type",3,0
"crypto_create_tfm",177,2e-04
"crypto_destroy_instance",1,0
"crypto_destroy_tfm",166,2e-04
"crypto_drop_spawn",1,0
"crypto_find_alg",4,0
"crypto_free_instance",1,0
"crypto_get_attr_type",1,0
"crypto_grab_akcipher",1,0
"crypto_grab_spawn",1,0
"crypto_has_alg",1,0
"crypto_init_cipher_ops",1,0
"crypto_init_compress_ops",1,0
"crypto_init_queue",4,0
"crypto_init_shash_spawn",2,0
"crypto_init_spawn",4,0
"crypto_init_spawn2",2,0
"crypto_inst_setname",3,0
"crypto_larval_alloc",39,0
"crypto_larval_destroy",39,0
"crypto_larval_kill",39,0
"crypto_larval_lookup",128,2e-04
"crypto_larval_wait",4,0
"__crypto_lookup_template",4,0
"crypto_lookup_template",4,0
"cryptomgr_notify",46,1e-04
"crypto_mod_get",229,3e-04
"crypto_mod_put",8,0
"crypto_probing_notify",39,0
"crypto_register_aead",2,0
"crypto_register_aeads",1,0
"crypto_register_akcipher",1,0
"__crypto_register_alg",35,0
"crypto_register_alg",31,0
"crypto_register_algs",2,0
"crypto_register_instance",4,0
"crypto_register_notifier",1,0
"crypto_register_scomp",1,0
"crypto_register_shash",11,0
"crypto_register_shashes",2,0
"crypto_register_skcipher",8,0
"crypto_register_skciphers",1,0
"crypto_register_template",6,0
"crypto_remove_final",35,0
"crypto_remove_instance",1,0
"crypto_remove_spawns",4,0
"crypto_scomp_alloc_scratches",2,0
"crypto_sha1_update",34,0
"crypto_sha512_finup",54,1e-04
"crypto_shash_final",19,0
"crypto_shash_finup",54,1e-04
"crypto_shash_init_tfm",66,1e-04
"crypto_shash_update",35,0
"crypto_skcipher_exit_tfm",1,0
"crypto_skcipher_extsize",5,0
"crypto_skcipher_free_instance",1,0
"crypto_skcipher_init_tfm",5,0
"crypto_spawn_alg.isra.15",56,1e-04
"crypto_spawn_tfm",1,0
"crypto_spawn_tfm2",55,1e-04
"crypto_wait_for_test",35,0
"cset_cgroup_from_root",7097,0.0084
"csi_J",5,0
"css_clear_dir",142,2e-04
"css_free_work_fn",146,2e-04
"css_has_online_children",201,2e-04
"css_killed_work_fn",90,1e-04
"css_next_child",3,0
"css_next_descendant_post",31,0
"css_next_descendant_post.part.30",31,0
"css_next_descendant_pre",1062,0.0013
"css_populate_dir",830,0.001
"css_release",54,1e-04
"css_release_work_fn",146,2e-04
"css_set_move_task",872,0.001
"css_task_iter_advance",120,1e-04
"css_task_iter_advance_css_set",490,6e-04
"css_task_iter_end",453,5e-04
"css_task_iter_next",573,7e-04
"css_task_iter_start",453,5e-04
"css_visible.isra.20",529,6e-04
"csum_ipv6_magic",3,0
"csum_partial",80,1e-04
"ctrl_build_family_msg",11,0
"ctrl_fill_info",11,0
"ctrl_getfamily",1,0
"current_in_userns",1437,0.0017
"current_is_async",8,0
"current_is_workqueue_rescuer",5,0
"current_kernel_time64",55210,0.0654
"current_time",55140,0.0653
"current_umask",1634,0.0019
"d_absolute_path",463,5e-04
"d_add",19958,0.0236
"__d_alloc",34578,0.0409
"d_alloc",33146,0.0392
"d_alloc_cursor",258,3e-04
"d_alloc_name",6,0
"d_alloc_parallel",22803,0.027
"d_alloc_pseudo",1137,0.0013
"datagram_poll",4460,0.0053
"dbg_command_buf.constprop.79",2,0
"dcache_dir_close",258,3e-04
"dcache_dir_open",258,3e-04
"dcache_readdir",498,6e-04
"d_delete",666,8e-04
"dd_has_work",24,0
"dd_init_queue",8,0
"__d_drop",19506,0.0231
"d_drop",82,1e-04
"deactivate_slab",192,2e-04
"deactivate_super",12,0
"deactivate_task",23203,0.0275
"deadline_add_request",3934,0.0047
"deadline_dispatch_requests",7307,0.0087
"deadline_init_queue",10,0
"deadline_merge",3934,0.0047
"deadline_merged_request",580,7e-04
"deadline_merged_requests",7,0
"debug_fill_super",1,0
"debugfs_automount",1,0
"debugfs_create_atomic_t",1,0
"debugfs_create_automount",1,0
"debugfs_create_dir",85,1e-04
"__debugfs_create_file",236,3e-04
"debugfs_create_file",213,3e-04
"debugfs_create_files",16,0
"debugfs_create_file_unsafe",23,0
"debugfs_create_mode_unsafe",23,0
"debugfs_create_u32",3,0
"debugfs_create_u64",17,0
"debugfs_create_x32",2,0
"debugfs_get_inode",322,4e-04
"debugfs_initialized",2,0
"debugfs_parse_options",2,0
"debugfs_remount",1,0
"debugfs_show_options",41,0
"debug_mount",2,0
"__dec_node_page_state",40452,0.0479
"dec_node_page_state",30,0
"__dec_node_state",40452,0.0479
"decode_osc_bits.isra.6.constprop.8",1,0
"dec_ucount",12,0
"dec_zone_page_state",9935,0.0118
"default_idle_call",396,5e-04
"__default_send_IPI_dest_field",1,0
"default_serial_dl_read",1,0
"default_serial_dl_write",2,0
"default_wake_function",2711,0.0032
"deferred_probe_initcall",1,0
"deferred_probe_work_func",7,0
"__delayacct_add_tsk",1,0
"__delayacct_blkio_end",16,0
"__delayacct_blkio_start",1628,0.0019
"__delayacct_blkio_ticks",313,4e-04
"delayacct_end",16,0
"__delayacct_tsk_init",687,8e-04
"delayed_fput",110,1e-04
"delay_tsc",17688,0.0209
"__delete_from_page_cache",30101,0.0356
"delete_from_page_cache",30101,0.0356
"del_timer",656,8e-04
"del_timer_sync",12643,0.015
"dentry_free",18551,0.022
"__dentry_kill",18551,0.022
"dentry_lru_isolate_shrink",693,8e-04
"dentry_needs_remove_privs",340,4e-04
"dentry_needs_remove_privs.part.22",3260,0.0039
"__dentry_path",1061,0.0013
"dentry_path",1061,0.0013
"dentry_unlink_inode",5666,0.0067
"dequeue_entity",25631,0.0303
"dequeue_rt_stack",34,0
"__dequeue_signal",778,9e-04
"dequeue_signal",389,5e-04
"dequeue_task_fair",23867,0.0283
"dequeue_task_rt",33,0
"dequeue_task_stop",2,0
"dequeue_top_rt_rq",34,0
"destroy_context_ldt",881,0.001
"__destroy_inode",4745,0.0056
"destroy_inode",4745,0.0056
"destroy_sched_domain",1,0
"detach_and_collect",1674,0.002
"detach_if_pending",26412,0.0313
"detach_pid",1618,0.0019
"detach_task_cfs_rq",632,7e-04
"dev_activate",3,0
"dev_add_offload",3,0
"dev_add_pack",5,0
"dev_addr_init",2,0
"__dev_alloc_name",1,0
"dev_attr_show",3322,0.0039
"dev_attr_store",767,9e-04
"devcgroup_access_write",87,1e-04
"__devcgroup_check_permission",3663,0.0043
"devcgroup_css_alloc",79,1e-04
"devcgroup_css_free",18,0
"devcgroup_inode_mknod",216,3e-04
"__devcgroup_inode_permission",3466,0.0041
"devcgroup_offline",18,0
"devcgroup_online",79,1e-04
"__dev_change_flags",2,0
"dev_change_flags",2,0
"dev_change_name",1,0
"dev_driver_string",7,0
"dev_ethtool",3,0
"dev_exception_add",8,0
"__dev_exception_clean",97,1e-04
"dev_exceptions_copy",157,2e-04
"devfreq_add_governor",4,0
"__dev_get_by_index",4,0
"dev_get_by_index",7,0
"dev_get_by_index_rcu",10,0
"__dev_get_by_name",14,0
"dev_get_by_name_rcu",13,0
"dev_get_flags",25,0
"dev_get_iflink",25,0
"dev_get_phys_port_id",18,0
"dev_get_phys_port_name",18,0
"dev_get_regmap",2,0
"dev_get_stats",18,0
"dev_get_valid_name",3,0
"device_add",447,5e-04
"device_add_disk",26,0
"device_add_groups",160,2e-04
"__device_attach",212,3e-04
"device_attach",52,1e-04
"__device_attach_driver",294,3e-04
"device_create",32,0
"device_create_bin_file",4,0
"device_create_file",1023,0.0012
"device_create_groups_vargs",85,1e-04
"device_create_vargs",27,0
"device_create_with_groups",26,0
"device_del",6,0
"device_get_devnode",1473,0.0017
"device_has_dsm.isra.0",13,0
"device_initialize",458,5e-04
"device_initial_probe",160,2e-04
"device_init_wakeup",2,0
"device_links_busy",3,0
"device_links_check_suppliers",39,0
"device_links_driver_bound",35,0
"device_links_driver_cleanup",3,0
"__device_links_no_driver",7,0
"device_links_no_driver",4,0
"device_links_read_lock",81,1e-04
"device_links_read_unlock",81,1e-04
"device_namespace",9,0
"device_pm_add",447,5e-04
"device_pm_check_callbacks",491,6e-04
"device_pm_lock",1,0
"device_pm_remove",6,0
"device_pm_sleep_init",458,5e-04
"device_pm_unlock",1,0
"device_private_init",447,5e-04
"device_register",190,2e-04
"device_release",7,0
"device_release_driver",6,0
"device_release_driver_internal",6,0
"device_remove_attrs",6,0
"device_remove_attrs.isra.5",6,0
"device_remove_groups",6,0
"device_remove_properties",9,0
"device_rename",1,0
"device_set_wakeup_capable",45,1e-04
"device_set_wakeup_enable",1,0
"device_show",3,0
"devices_kset_move_last",39,0
"device_unregister",3,0
"device_wakeup_disable",6,0
"device_wakeup_enable",6,0
"devinet_conf_proc",2,0
"devinet_init_net",1,0
"__devinet_sysctl_register",5,0
"devinet_sysctl_register",3,0
"__devinet_sysctl_unregister.isra.23",1,0
"_dev_info",73,1e-04
"devinfo_next",3060,0.0036
"devinfo_open",6,0
"devinfo_show",3060,0.0036
"devinfo_start",11,0
"devinfo_stop",11,0
"dev_init_scheduler",2,0
"dev_ioctl",35,0
"devkmsg_open",17,0
"devkmsg_poll",28,0
"devkmsg_read",623,7e-04
"devkmsg_release",14,0
"devkmsg_write",55,1e-04
"dev_load",8,0
"dev_match_devt",682,8e-04
"__dev_mc_add",1,0
"dev_mc_add",1,0
"dev_mc_init",2,0
"dev_mc_net_init",1,0
"devm_kfree",39,0
"devm_kmalloc",40,0
"devm_kmalloc_match",39,0
"dev_mount",2,0
"devm_pinctrl_get",39,0
"devm_pinctrl_match",39,0
"devm_pinctrl_put",39,0
"devm_pinctrl_release",39,0
"devm_request_threaded_irq",2,0
"dev_new_index",2,0
"__dev_notify_flags",2,0
"__dev_open",2,0
"dev_pm_disable_wake_irq_check",13,0
"dev_pm_domain_attach",8,0
"dev_pm_domain_detach",3,0
"dev_pm_enable_wake_irq_check",18,0
"__dev_pm_qos_add_request",13,0
"dev_pm_qos_add_request",13,0
"dev_pm_qos_constraints_allocate",13,0
"dev_pm_qos_constraints_destroy",6,0
"dev_pm_qos_expose_latency_limit",1,0
"dev_pm_qos_flags",12,0
"__dev_pm_qos_hide_flags.isra.7",6,0
"__dev_pm_qos_hide_latency_limit.isra.6",6,0
"__dev_pm_qos_read_value",60,1e-04
"dev_port_show",3,0
"__dev_printk",127,2e-04
"dev_printk",54,1e-04
"dev_printk_emit",130,2e-04
"dev_proc_net_init",1,0
"devpts_fill_super",1,0
"devpts_mount",1,0
"devpts_show_options",78,1e-04
"__dev_queue_xmit",2,0
"dev_queue_xmit",2,0
"__dev_remove_pack",1,0
"devres_add",84,1e-04
"devres_alloc_node",46,1e-04
"devres_find",19,0
"devres_free",80,1e-04
"devres_get",2,0
"devres_open_group",3,0
"devres_release",39,0
"devres_release_all",14,0
"devres_remove",78,1e-04
"devres_remove_group",3,0
"dev_set_name",359,4e-04
"dev_set_rx_mode",4,0
"dev_show",38,0
"__dev_sort_resources",13,0
"dev_string_attrs_are_visible",12,0
"devtmpfs_create_node",190,2e-04
"dev_uc_init",2,0
"dev_uevent",3026,0.0036
"dev_uevent_filter",3221,0.0038
"dev_uevent_name",1186,0.0014
"dev_valid_name",3,0
"dev_vprintk_emit",130,2e-04
"d_flags_for_inode",20480,0.0242
"dget_parent",7038,0.0083
"d_hash_and_lookup",2941,0.0035
"diag_net_init",1,0
"__d_instantiate",10800,0.0128
"d_instantiate",10800,0.0128
"d_invalidate",265,3e-04
"dirty_poll_interval.part.22",1,0
"disable_ro_nx",50,1e-04
"disassociate_ctty",539,6e-04
"disassociate_ctty.part.27",23,0
"discard_slab",270,3e-04
"disk_block_events",290,3e-04
"disk_check_events",75,1e-04
"disk_clear_events",6,0
"disk_events_poll_jiffies.isra.15",139,2e-04
"disk_events_set_dfl_poll_msecs",1,0
"disk_events_workfn",69,1e-04
"disk_expand_part_tbl",40,0
"disk_flush_events",246,3e-04
"disk_get_part",183,2e-04
"disk_map_sector_rcu",3943,0.0047
"disk_name",39,0
"disk_part_iter_exit",17,0
"disk_part_iter_init",17,0
"disk_part_iter_next",97,1e-04
"disk_seqf_next",26,0
"disk_seqf_start",2,0
"disk_seqf_stop",2,0
"__disk_unblock_events",96,1e-04
"disk_unblock_events",284,3e-04
"display_to_var",4,0
"__d_lookup",180412,0.2136
"d_lookup",23200,0.0275
"__d_lookup_done",22803,0.027
"__d_lookup_rcu",172301,0.204
"d_lru_del",2856,0.0034
"d_lru_shrink_move",693,8e-04
"dma_channel_rebalance",1,0
"dmaengine_get",1,0
"dma_flags",1,0
"dma_generic_alloc_coherent",15,0
"d_make_root",31,0
"dmam_alloc_coherent",2,0
"dma_pool_alloc",38,0
"dma_pool_create",26,0
"dma_supported",12,0
"dmi_check_system",73,1e-04
"dmi_dev_uevent",6,0
"dmi_find_device",26,0
"dmi_first_match",1,0
"dmi_get_date",3,0
"dmi_get_system_info",1251,0.0015
"dmi_match",1,0
"dmi_matches",324,4e-04
"dmi_name_in_vendors",54,1e-04
"__d_move",341,4e-04
"d_move",341,4e-04
"dm_register_target",3,0
"dm_uevent_init",1,0
"dnotify_flush",25650,0.0304
"do_add_mount",42,0
"do_arch_prctl",421,5e-04
"do_async_page_fault",80931,0.0958
"do_bind_con_driver",1,0
"do_brk_flags",1246,0.0015
"do_close_on_exec",417,5e-04
"do_compute_shiftstate",17,0
"do_con_trol",1372,0.0016
"do_con_write.part.23",708,8e-04
"do_csum",80,1e-04
"do_dentry_open",19453,0.023
"do_dup2",872,0.001
"do_execve",37,0
"do_execveat_common",454,5e-04
"__do_fault",4378,0.0052
"do_fbcon_takeover",1,0
"do_filp_open",26536,0.0314
"do_flush_tlb_all",93,1e-04
"_do_fork",684,8e-04
"do_fsync",4,0
"do_futex",459,5e-04
"do_general_protection",2,0
"do_get_write_access",44,1e-04
"do_huge_pmd_anonymous_page",440,5e-04
"do_idle",402,5e-04
"do_init_module",50,1e-04
"do_ipv6_setsockopt.isra.8",2,0
"do_IRQ",3443,0.0041
"do_kernel_range_flush",40,0
"do_lock_file_wait",478,6e-04
"domain_dirty_limits",8,0
"do_mmap",8059,0.0095
"do_mount",88,1e-04
"do_mpage_readpage",11487,0.0136
"do_mprotect_pkey",3613,0.0043
"do_munmap",3900,0.0046
"do_nanosleep",2,0
"done_path_create",1245,0.0015
"do_notify_parent",539,6e-04
"do_one_initcall",626,7e-04
"do_open_execat",931,0.0011
"do_output_char",132,2e-04
"__do_page_cache_readahead",2373,0.0028
"__do_page_fault",80931,0.0958
"do_pata_set_dmamode",2,0
"do_pci_disable_device",5,0
"do_pci_enable_device",12,0
"__do_pipe_flags",246,3e-04
"do_prlimit",766,9e-04
"__do_proc_dointvec",21,0
"do_proc_dointvec_conv",17,0
"do_proc_dointvec_minmax_conv",6,0
"__do_proc_doulongvec_minmax",1,0
"do_read_cache_page",893,0.0011
"do_readv_writev",180,2e-04
"do_remount_sb",7,0
"do_remove_conflicting_framebuffers",1,0
"do_rmdir",209,2e-04
"do_sched_setscheduler",3,0
"do_select",316,4e-04
"do_send_sig_info",49,1e-04
"do_set_cpus_allowed",77,1e-04
"do_setitimer",711,8e-04
"do_setlink",3,0
"do_settimeofday64",1,0
"do_sigaction",2365,0.0028
"do_sigaltstack",172,2e-04
"do_signal",159,2e-04
"__do_softirq",29813,0.0353
"do_softirq.part.18",105,1e-04
"do_statfs_native",41,0
"do_sync_core",327,4e-04
"do_syscall_64",1100,0.0013
"do_syslog",10,0
"do_sys_open",25604,0.0303
"do_sys_poll",1431,0.0017
"do_sys_settimeofday64",1,0
"do_take_over_console",1,0
"do_task_stat",313,4e-04
"do_timer",1,0
"do_truncate",340,4e-04
"do_unlinkat",1286,0.0015
"do_update_region",12,0
"do_utimes",914,0.0011
"do_vfs_ioctl",43311,0.0513
"do_wait",1881,0.0022
"do_wakeup	[floppy]",2,0
"down",2447,0.0029
"down_read",32409,0.0384
"down_read_trylock",80931,0.0958
"down_timeout",14761,0.0175
"down_trylock",913,0.0011
"__down_trylock_console_sem.isra.20",913,0.0011
"down_write",128052,0.1516
"down_write_killable",17207,0.0204
"do_wp_page",28264,0.0335
"do_writepages",93,1e-04
"do_writev",180,2e-04
"__d_path",1618,0.0019
"d_path",132,2e-04
"dpm_sysfs_add",447,5e-04
"dpm_sysfs_remove",6,0
"dput",400913,0.4747
"dquot_alloc_inode",12,0
"__dquot_alloc_space",42,0
"dquot_claim_space_nodirty",1,0
"dquot_drop",16,0
"dquot_file_open",3000,0.0036
"dquot_free_inode",8,0
"__dquot_free_space",9,0
"__dquot_initialize",69,1e-04
"dquot_initialize",59,1e-04
"dquot_transfer",1,0
"drain_stock.isra.40",3526,0.0042
"__d_rehash",27865,0.033
"driver_add_groups",134,2e-04
"driver_allows_async_probing",134,2e-04
"driver_allows_async_probing.part.5",148,2e-04
"__driver_attach",1010,0.0012
"driver_attach",136,2e-04
"driver_bound",35,0
"driver_create_file",388,5e-04
"driver_deferred_probe_del",41,0
"driver_deferred_probe_trigger.part.4",7,0
"driver_detach",2,0
"driver_find",134,2e-04
"driver_probe_device",39,0
"driver_register",134,2e-04
"driver_release",2,0
"driver_remove_file",4,0
"driver_remove_groups",2,0
"driver_sysfs_add",39,0
"driver_sysfs_remove",7,0
"driver_unregister",2,0
"drop_buffers",53,1e-04
"drop_futex_key_refs.isra.16",500,6e-04
"drop_nlink",838,0.001
"drop_partitions.isra.18.part.19",17,0
"drop_sysctl_table",278,3e-04
"drv_attr_store",127,2e-04
"d_set_d_op",54208,0.0642
"d_set_mounted",118,1e-04
"d_shrink_add",2771,0.0033
"d_splice_alias",7566,0.009
"dst_alloc",6,0
"dst_cow_metrics_generic",3,0
"dst_dev_event",9,0
"dst_init",6,0
"dst_release",371,4e-04
"dummycon_dummy",904,0.0011
"dummy_regulator_probe",1,0
"dump_stack_print_info",3,0
"dup_fd",548,6e-04
"d_walk",657,8e-04
"dx_probe",985,0.0012
"dx_release",985,0.0012
"each_symbol_section",4189,0.005
"each_symbol_section.part.14",1263,0.0015
"early_resume_init",1,0
"efifb_probe",1,0
"efifb_setcolreg",128,2e-04
"efi_partition",17,0
"efi_reboot_required",1,0
"efivars_kobject",1,0
"efivars_sysfs_init",1,0
"ehci_bus_suspend",1,0
"ehci_endpoint_reset",1,0
"ehci_halt",2,0
"ehci_handle_intr_unlinks",1,0
"ehci_handle_start_intr_unlinks",1,0
"ehci_hub_control",14,0
"ehci_hub_status_data",1,0
"ehci_init_driver",2,0
"ehci_pci_probe",1,0
"ehci_pci_reinit",1,0
"ehci_pci_setup",1,0
"ehci_post_add",1,0
"ehci_qh_alloc",1,0
"ehci_qtd_alloc.isra.69",1,0
"ehci_quiesce.part.37",1,0
"ehci_reset",1,0
"ehci_run",1,0
"ehci_setup",1,0
"elevator_alloc",18,0
"elevator_find",22,0
"elevator_get",18,0
"elevator_init",18,0
"elfcorehdr_alloc",1,0
"elf_map",1665,0.002
"__elv_add_request",4125,0.0049
"elv_attempt_insert_merge",1431,0.0017
"elv_bio_merged",587,7e-04
"elv_bio_merge_ok",647,8e-04
"elv_completed_request",168,2e-04
"elv_dispatch_add_tail",3711,0.0044
"elv_drain_elevator",15,0
"elv_former_request",8,0
"elv_latter_request",579,7e-04
"elv_may_queue",4104,0.0049
"elv_merge",4523,0.0054
"elv_merged_request",580,7e-04
"elv_merge_requests",7,0
"elv_put_request",130,2e-04
"elv_rb_add",3936,0.0047
"elv_rb_del",3720,0.0044
"elv_rb_find",3934,0.0047
"elv_rb_former_request",8,0
"elv_rb_latter_request",579,7e-04
"elv_register",4,0
"elv_register_queue",10,0
"elv_requeue_request",21,0
"elv_rqhash_add",4507,0.0053
"elv_rqhash_del.part.11",3706,0.0044
"elv_rqhash_find",5382,0.0064
"elv_rqhash_reposition",585,7e-04
"elv_set_request",4057,0.0048
"empty_dir_getattr",17,0
"empty_dir_readdir",4,0
"_enable_swap_info",1,0
"enable_swap_slots_cache",1,0
"end_bio_bh_io_sync",48,1e-04
"end_buffer_async_read",48,1e-04
"end_free_itds",1,0
"end_iaa_cycle",1,0
"end_unlink_async",1,0
"__enqueue_entity",42918,0.0508
"enqueue_entity",6983,0.0083
"enqueue_hrtimer",1162,0.0014
"enqueue_task_fair",6279,0.0074
"enqueue_task_rt",1,0
"enqueue_task_stop",2,0
"enqueue_top_rt_rq",34,0
"environ_open",75,1e-04
"environ_read",146,2e-04
"ep_alloc",173,2e-04
"ep_call_nested.constprop.13",61,1e-04
"ep_eventpoll_poll",19,0
"ep_eventpoll_release",148,2e-04
"ep_free",148,2e-04
"ep_loop_check_proc",1,0
"ep_poll",5469,0.0065
"ep_poll_callback",4319,0.0051
"ep_poll_readyevents_proc",19,0
"ep_poll_wakeup_proc",37,0
"ep_ptable_queue_proc",569,7e-04
"ep_read_events_proc",19,0
"ep_remove",439,5e-04
"ep_scan_ready_list",6224,0.0074
"ep_send_events_proc",6205,0.0073
"ep_unregister_pollwait.isra.10",535,6e-04
"erase_header",8,0
"__es_insert_extent",1558,0.0018
"__es_remove_extent",1483,0.0018
"__es_tree_search",1590,0.0019
"ether_setup",1,0
"ethtool_get_drvinfo",3,0
"eth_validate_addr",1,0
"evdev_connect",4,0
"evdev_detach_client",10,0
"evdev_flush",10,0
"evdev_handle_get_val.isra.13",1,0
"evdev_ioctl",24,0
"evdev_open",13,0
"evdev_poll",3,0
"evdev_release",10,0
"eventfd_ctx_read",67,1e-04
"eventfd_file_create.part.6",5,0
"eventfd_poll",146,2e-04
"eventfd_read",67,1e-04
"eventfd_release",1,0
"eventfd_write",84,1e-04
"eventpoll_release_file",99,1e-04
"evict",4745,0.0056
"evm_inode_post_setattr",3022,0.0036
"evm_inode_post_setxattr",3,0
"evm_inode_setattr",3022,0.0036
"evm_inode_setxattr",4,0
"evm_protected_xattr",4,0
"evm_protect_xattr.isra.3",4,0
"evm_verify_current_integrity",1771,0.0021
"exact_lock",307,4e-04
"exact_match",307,4e-04
"ex_handler_default",4,0
"exit_aio",884,0.001
